Name,Code,StartDate,EndDate,PolicyType,PolicyContent,PolicyValue,Flag
Czech Republic,CZE,20200420,,C1,School closing,2,1
Czech Republic,CZE,20200420,,C2,Workplace closing,2,1
Czech Republic,CZE,20200421,20200531,C6,Stay at home requirements,1,1
Czech Republic,CZE,20200427,20200524,C4,Restrictions on gatherings,3,1
Czech Republic,CZE,20200525,,C3,Cancel public events,1,1
Czech Republic,CZE,20200525,,C4,Restrictions on gatherings,2,1
Czech Republic,CZE,20200526,,C8,International travel controls,1,
Czech Republic,CZE,20200601,,C6,Stay at home requirements,0,
Germany,DEU,20200122,20200317,H3,Contact tracing,2,
Germany,DEU,20200124,20200211,H1,Public information campaigns,1,1
Germany,DEU,20200127,20200428,H2,Testing policy,1,
Germany,DEU,20200212,,H1,Public information campaigns,2,1
Germany,DEU,20200226,20200315,C1,School closing,2,0
Germany,DEU,20200228,20200315,C8,International travel controls,1,
Germany,DEU,20200229,20200309,C3,Cancel public events,1,1
Germany,DEU,20200309,20200320,C6,Stay at home requirements,1,1
Germany,DEU,20200310,20200319,C3,Cancel public events,2,0
Germany,DEU,20200310,20200320,C4,Restrictions on gatherings,1,0
Germany,DEU,20200316,20200317,C1,School closing,3,0
Germany,DEU,20200316,20200317,C8,International travel controls,3,
Germany,DEU,20200316,,E1,Income support,2,0
Germany,DEU,20200318,20200503,C1,School closing,3,1
Germany,DEU,20200318,20200318,C7,Restrictions on internal movement,1,1
Germany,DEU,20200318,20200515,C8,International travel controls,4,
Germany,DEU,20200318,,H3,Contact tracing,1,
Germany,DEU,20200319,20200518,C7,Restrictions on internal movement,2,0
Germany,DEU,20200320,,C3,Cancel public events,2,1
Germany,DEU,20200321,20200321,C4,Restrictions on gatherings,4,0
Germany,DEU,20200321,20200505,C6,Stay at home requirements,2,0
Germany,DEU,20200322,20200506,C2,Workplace closing,1,1
Germany,DEU,20200322,20200503,C4,Restrictions on gatherings,4,1
Germany,DEU,20200323,20200518,E2,Debt/contract relief,2,
Germany,DEU,20200429,,H2,Testing policy,3,
Germany,DEU,20200504,20200518,C1,School closing,2,1
Germany,DEU,20200504,20200517,C4,Restrictions on gatherings,4,0
Germany,DEU,20200506,,C6,Stay at home requirements,0,
Germany,DEU,20200507,20200507,C2,Workplace closing,1,0
Germany,DEU,20200508,,C2,Workplace closing,2,0
Germany,DEU,20200516,,C8,International travel controls,3,
Germany,DEU,20200518,20200524,C4,Restrictions on gatherings,4,1
Germany,DEU,20200519,,C1,School closing,2,0
Germany,DEU,20200519,,C7,Restrictions on internal movement,0,
Germany,DEU,20200519,,E2,Debt/contract relief,1,
Germany,DEU,20200525,,C4,Restrictions on gatherings,3,1
Djibouti,DJI,20200318,,C8,International travel controls,4,
Djibouti,DJI,20200318,,H1,Public information campaigns,2,1
Djibouti,DJI,20200318,20200412,H2,Testing policy,2,
Djibouti,DJI,20200318,,H3,Contact tracing,2,
Djibouti,DJI,20200319,20200516,C1,School closing,3,1
Djibouti,DJI,20200322,20200322,C2,Workplace closing,2,1
Djibouti,DJI,20200322,20200424,C5,Close public transport,1,1
Djibouti,DJI,20200323,20200516,C2,Workplace closing,3,1
Djibouti,DJI,20200323,20200522,C3,Cancel public events,2,1
Djibouti,DJI,20200323,20200516,C4,Restrictions on gatherings,4,1
Djibouti,DJI,20200323,20200516,C6,Stay at home requirements,3,1
Djibouti,DJI,20200323,20200516,C7,Restrictions on internal movement,2,1
Djibouti,DJI,20200413,,H2,Testing policy,3,
Djibouti,DJI,20200425,20200510,C5,Close public transport,2,1
Djibouti,DJI,20200430,20200522,E1,Income support,1,1
Djibouti,DJI,20200511,,C5,Close public transport,0,
Djibouti,DJI,20200517,,C1,School closing,2,1
Djibouti,DJI,20200517,,C2,Workplace closing,2,1
Djibouti,DJI,20200517,,C4,Restrictions on gatherings,3,1
Djibouti,DJI,20200517,,C6,Stay at home requirements,0,
Djibouti,DJI,20200517,,C7,Restrictions on internal movement,0,
Djibouti,DJI,20200523,,C3,Cancel public events,1,1
Djibouti,DJI,20200523,,E1,Income support,1,0
Dominica,DMA,20200322,20200327,C8,International travel controls,1,
Dominica,DMA,20200322,,H1,Public information campaigns,2,1
Dominica,DMA,20200322,20200419,H2,Testing policy,2,
Dominica,DMA,20200322,,H3,Contact tracing,2,
Dominica,DMA,20200323,,C1,School closing,3,1
Dominica,DMA,20200328,20200331,C8,International travel controls,3,
Dominica,DMA,20200401,20200506,C2,Workplace closing,3,1
Dominica,DMA,20200401,,C3,Cancel public events,2,1
Dominica,DMA,20200401,,C4,Restrictions on gatherings,4,1
Dominica,DMA,20200401,20200511,C6,Stay at home requirements,2,1
Dominica,DMA,20200401,,C7,Restrictions on internal movement,2,1
Dominica,DMA,20200401,,C8,International travel controls,4,
Dominica,DMA,20200420,,H2,Testing policy,3,
Dominica,DMA,20200507,20200524,C2,Workplace closing,2,1
Dominica,DMA,20200512,,C6,Stay at home requirements,1,1
Dominica,DMA,20200519,,E1,Income support,1,1
Dominica,DMA,20200519,,E2,Debt/contract relief,2,
Dominica,DMA,20200525,,C2,Workplace closing,1,1
Denmark,DNK,20200227,,H1,Public information campaigns,2,1
Denmark,DNK,20200227,20200422,H3,Contact tracing,1,
Denmark,DNK,20200303,,C6,Stay at home requirements,1,1
Denmark,DNK,20200303,20200310,C8,International travel controls,2,
Denmark,DNK,20200306,,C3,Cancel public events,1,1
Denmark,DNK,20200309,,E1,Income support,2,0
Denmark,DNK,20200310,,C5,Close public transport,1,1
Denmark,DNK,20200311,20200317,C2,Workplace closing,1,1
Denmark,DNK,20200311,20200313,C8,International travel controls,3,
Denmark,DNK,20200311,20200419,H2,Testing policy,1,
Denmark,DNK,20200313,20200414,C1,School closing,3,1
Denmark,DNK,20200313,20200317,C4,Restrictions on gatherings,3,1
Denmark,DNK,20200313,,C7,Restrictions on internal movement,1,1
Denmark,DNK,20200314,20200524,C8,International travel controls,4,
Denmark,DNK,20200318,,C2,Workplace closing,2,1
Denmark,DNK,20200318,20200507,C4,Restrictions on gatherings,4,1
Denmark,DNK,20200415,,C1,School closing,2,1
Denmark,DNK,20200418,,E2,Debt/contract relief,2,
Denmark,DNK,20200420,20200511,H2,Testing policy,2,
Denmark,DNK,20200423,,H3,Contact tracing,2,
Denmark,DNK,20200508,,C4,Restrictions on gatherings,3,1
Denmark,DNK,20200512,,H2,Testing policy,3,
Denmark,DNK,20200525,,C8,International travel controls,3,
Dominican Republic,DOM,20200302,,H1,Public information campaigns,2,1
Dominican Republic,DOM,20200312,,H3,Contact tracing,1,
Dominican Republic,DOM,20200316,20200318,C1,School closing,1,1
Dominican Republic,DOM,20200316,20200318,C8,International travel controls,3,
Dominican Republic,DOM,20200317,20200417,C6,Stay at home requirements,1,1
Dominican Republic,DOM,20200319,,C1,School closing,3,1
Dominican Republic,DOM,20200319,20200519,C2,Workplace closing,3,1
Dominican Republic,DOM,20200319,,C3,Cancel public events,2,1
Dominican Republic,DOM,20200319,20200519,C5,Close public transport,2,1
Dominican Republic,DOM,20200319,,C8,International travel controls,4,
Dominican Republic,DOM,20200320,,C7,Restrictions on internal movement,2,1
Dominican Republic,DOM,20200322,,H2,Testing policy,2,
Dominican Republic,DOM,20200324,,C4,Restrictions on gatherings,3,1
Dominican Republic,DOM,20200327,,E1,Income support,1,1
Dominican Republic,DOM,20200418,20200427,C6,Stay at home requirements,2,1
Dominican Republic,DOM,20200428,20200517,C6,Stay at home requirements,3,1
Dominican Republic,DOM,20200518,,C6,Stay at home requirements,2,1
Dominican Republic,DOM,20200520,,C2,Workplace closing,2,1
Dominican Republic,DOM,20200520,20200531,C5,Close public transport,1,1
Dominican Republic,DOM,20200601,,C5,Close public transport,0,
Algeria,DZA,20200305,20200413,H1,Public information campaigns,1,1
Algeria,DZA,20200310,,C3,Cancel public events,2,1
Algeria,DZA,20200312,,C1,School closing,3,1
Algeria,DZA,20200312,20200313,C8,International travel controls,1,
Algeria,DZA,20200314,20200316,C8,International travel controls,3,
Algeria,DZA,20200317,,C8,International travel controls,4,
Algeria,DZA,20200323,20200329,C2,Workplace closing,2,1
Algeria,DZA,20200323,,C5,Close public transport,2,1
Algeria,DZA,20200323,20200423,C6,Stay at home requirements,3,0
Algeria,DZA,20200323,,C7,Restrictions on internal movement,2,0
Algeria,DZA,20200330,20200423,C2,Workplace closing,3,0
Algeria,DZA,20200330,,C4,Restrictions on gatherings,4,0
Algeria,DZA,20200404,,E2,Debt/contract relief,1,
Algeria,DZA,20200413,,E1,Income support,1,0
Algeria,DZA,20200414,,H1,Public information campaigns,2,1
Algeria,DZA,20200424,,C2,Workplace closing,2,1
Algeria,DZA,20200424,,C6,Stay at home requirements,2,0
Ecuador,ECU,20200126,20200312,H1,Public information campaigns,1,1
Ecuador,ECU,20200302,20200314,C8,International travel controls,1,
Ecuador,ECU,20200313,,C1,School closing,3,1
Ecuador,ECU,20200313,,C3,Cancel public events,2,1
Ecuador,ECU,20200313,,H1,Public information campaigns,2,1
Ecuador,ECU,20200315,20200503,C5,Close public transport,2,1
Ecuador,ECU,20200315,20200316,C8,International travel controls,3,
Ecuador,ECU,20200315,,E2,Debt/contract relief,2,
Ecuador,ECU,20200317,20200503,C2,Workplace closing,3,1
Ecuador,ECU,20200317,,C4,Restrictions on gatherings,3,1
Ecuador,ECU,20200317,,C6,Stay at home requirements,2,1
Ecuador,ECU,20200317,20200503,C7,Restrictions on internal movement,2,1
Ecuador,ECU,20200317,,C8,International travel controls,4,
Ecuador,ECU,20200317,,H3,Contact tracing,1,
Ecuador,ECU,20200331,,H2,Testing policy,3,
Ecuador,ECU,20200401,,E1,Income support,1,1
Ecuador,ECU,20200504,,C2,Workplace closing,3,0
Ecuador,ECU,20200504,,C5,Close public transport,2,0
Ecuador,ECU,20200504,,C7,Restrictions on internal movement,2,0
Egypt,EGY,20200214,20200524,H2,Testing policy,1,
Egypt,EGY,20200214,,H3,Contact tracing,2,
Egypt,EGY,20200315,20200606,C1,School closing,3,1
Egypt,EGY,20200316,,C2,Workplace closing,2,1
Egypt,EGY,20200319,,C8,International travel controls,4,
Egypt,EGY,20200321,,C3,Cancel public events,2,1
Egypt,EGY,20200324,,H1,Public information campaigns,2,1
Egypt,EGY,20200325,,C4,Restrictions on gatherings,1,1
Egypt,EGY,20200325,20200606,C5,Close public transport,2,1
Egypt,EGY,20200325,20200606,C6,Stay at home requirements,2,1
Egypt,EGY,20200325,,C7,Restrictions on internal movement,2,1
Egypt,EGY,20200416,,E2,Debt/contract relief,1,
Egypt,EGY,20200525,,H2,Testing policy,2,
Egypt,EGY,20200531,,E1,Income support,1,1
Egypt,EGY,20200607,,C1,School closing,2,1
Egypt,EGY,20200607,,C5,Close public transport,1,1
Egypt,EGY,20200607,,C6,Stay at home requirements,1,1
Eritrea,ERI,20200311,20200324,C8,International travel controls,2,
Eritrea,ERI,20200311,20200315,H1,Public information campaigns,1,1
Eritrea,ERI,20200316,20200331,C7,Restrictions on internal movement,1,1
Eritrea,ERI,20200316,,H1,Public information campaigns,2,1
Eritrea,ERI,20200323,,C3,Cancel public events,2,1
Eritrea,ERI,20200323,,C4,Restrictions on gatherings,4,1
Eritrea,ERI,20200323,20200326,C5,Close public transport,1,1
Eritrea,ERI,20200323,20200331,C6,Stay at home requirements,1,1
Eritrea,ERI,20200323,,H2,Testing policy,1,
Eritrea,ERI,20200323,,H3,Contact tracing,1,
Eritrea,ERI,20200325,,C8,International travel controls,3,
Eritrea,ERI,20200327,,C1,School closing,3,1
Eritrea,ERI,20200327,,C5,Close public transport,2,1
Eritrea,ERI,20200331,20200331,C2,Workplace closing,2,1
Eritrea,ERI,20200331,,E2,Debt/contract relief,1,
Eritrea,ERI,20200401,,C2,Workplace closing,3,1
Eritrea,ERI,20200401,,C6,Stay at home requirements,2,1
Eritrea,ERI,20200401,,C7,Restrictions on internal movement,2,1
Spain,ESP,20200124,20200404,H2,Testing policy,1,
Spain,ESP,20200131,,H1,Public information campaigns,2,1
Spain,ESP,20200131,20200223,H3,Contact tracing,2,
Spain,ESP,20200224,,H3,Contact tracing,1,
Spain,ESP,20200309,20200315,C1,School closing,3,0
Spain,ESP,20200309,20200313,C2,Workplace closing,1,0
Spain,ESP,20200309,20200313,C7,Restrictions on internal movement,1,0
Spain,ESP,20200310,20200516,C3,Cancel public events,2,1
Spain,ESP,20200310,20200329,C4,Restrictions on gatherings,1,0
Spain,ESP,20200310,20200316,C8,International travel controls,3,
Spain,ESP,20200314,20200329,C2,Workplace closing,2,1
Spain,ESP,20200314,20200607,C5,Close public transport,1,1
Spain,ESP,20200314,20200526,C6,Stay at home requirements,2,1
Spain,ESP,20200314,,C7,Restrictions on internal movement,1,1
Spain,ESP,20200316,,C1,School closing,3,1
Spain,ESP,20200317,,C8,International travel controls,4,
Spain,ESP,20200317,20200330,E2,Debt/contract relief,1,
Spain,ESP,20200318,20200503,E1,Income support,2,0
Spain,ESP,20200330,20200503,C2,Workplace closing,3,1
Spain,ESP,20200330,20200503,C4,Restrictions on gatherings,4,1
Spain,ESP,20200331,,E2,Debt/contract relief,2,
Spain,ESP,20200405,20200410,H2,Testing policy,2,
Spain,ESP,20200411,20200512,H2,Testing policy,1,
Spain,ESP,20200504,20200521,C2,Workplace closing,3,0
Spain,ESP,20200504,20200512,C4,Restrictions on gatherings,4,0
Spain,ESP,20200504,20200510,E1,Income support,1,1
Spain,ESP,20200511,,E1,Income support,2,0
Spain,ESP,20200513,20200516,C4,Restrictions on gatherings,4,1
Spain,ESP,20200513,,H2,Testing policy,2,
Spain,ESP,20200517,,C3,Cancel public events,2,0
Spain,ESP,20200517,20200531,C4,Restrictions on gatherings,4,0
Spain,ESP,20200522,20200607,C2,Workplace closing,2,0
Spain,ESP,20200527,,C6,Stay at home requirements,1,1
Spain,ESP,20200601,,C4,Restrictions on gatherings,3,1
Spain,ESP,20200608,,C2,Workplace closing,1,0
Spain,ESP,20200608,,C5,Close public transport,0,
Estonia,EST,20200312,20200531,C3,Cancel public events,2,1
Estonia,EST,20200312,20200316,C8,International travel controls,1,
Estonia,EST,20200312,,H1,Public information campaigns,2,1
Estonia,EST,20200312,20200407,H2,Testing policy,1,
Estonia,EST,20200313,20200426,E2,Debt/contract relief,1,
Estonia,EST,20200314,20200507,C7,Restrictions on internal movement,2,0
Estonia,EST,20200316,20200514,C1,School closing,3,1
Estonia,EST,20200317,20200426,C8,International travel controls,3,
Estonia,EST,20200325,20200531,C4,Restrictions on gatherings,4,1
Estonia,EST,20200327,20200510,C2,Workplace closing,3,1
Estonia,EST,20200329,20200517,C6,Stay at home requirements,2,0
Estonia,EST,20200408,,H2,Testing policy,2,
Estonia,EST,20200427,,C8,International travel controls,2,
Estonia,EST,20200427,,E2,Debt/contract relief,2,
Estonia,EST,20200508,,C7,Restrictions on internal movement,0,
Estonia,EST,20200511,,C2,Workplace closing,2,1
Estonia,EST,20200515,20200531,C1,School closing,1,1
Estonia,EST,20200518,,C6,Stay at home requirements,0,
Estonia,EST,20200601,,C1,School closing,0,
Estonia,EST,20200601,,C3,Cancel public events,1,1
Estonia,EST,20200601,,C4,Restrictions on gatherings,3,1
Ethiopia,ETH,20200313,,H2,Testing policy,1,
Ethiopia,ETH,20200313,,H3,Contact tracing,2,
Ethiopia,ETH,20200316,20200324,C1,School closing,2,1
Ethiopia,ETH,20200316,,C3,Cancel public events,2,1
Ethiopia,ETH,20200316,20200407,C4,Restrictions on gatherings,1,1
Ethiopia,ETH,20200316,20200322,C8,International travel controls,1,
Ethiopia,ETH,20200316,,H1,Public information campaigns,2,1
Ethiopia,ETH,20200323,,C8,International travel controls,2,
Ethiopia,ETH,20200325,,C1,School closing,3,1
Ethiopia,ETH,20200325,,C2,Workplace closing,2,0
Ethiopia,ETH,20200326,,C7,Restrictions on internal movement,2,0
Ethiopia,ETH,20200330,20200407,C5,Close public transport,2,0
Ethiopia,ETH,20200408,,C4,Restrictions on gatherings,4,1
Ethiopia,ETH,20200408,,C5,Close public transport,1,1
Ethiopia,ETH,20200408,,C6,Stay at home requirements,1,1
Ethiopia,ETH,20200408,,E2,Debt/contract relief,1,
Finland,FIN,20200127,20200226,H1,Public information campaigns,1,1
Finland,FIN,20200206,20200318,C8,International travel controls,3,
Finland,FIN,20200226,,H2,Testing policy,1,
Finland,FIN,20200227,,H1,Public information campaigns,2,1
Finland,FIN,20200228,,H3,Contact tracing,1,
Finland,FIN,20200312,20200315,C2,Workplace closing,1,1
Finland,FIN,20200312,,C3,Cancel public events,2,1
Finland,FIN,20200316,20200513,C1,School closing,2,1
Finland,FIN,20200316,,C2,Workplace closing,2,1
Finland,FIN,20200316,20200531,C6,Stay at home requirements,1,1
Finland,FIN,20200316,20200327,C7,Restrictions on internal movement,1,1
Finland,FIN,20200316,,E1,Income support,2,1
Finland,FIN,20200319,20200513,C8,International travel controls,4,
Finland,FIN,20200328,20200414,C7,Restrictions on internal movement,2,0
Finland,FIN,20200415,20200528,C7,Restrictions on internal movement,1,1
Finland,FIN,20200514,,C1,School closing,1,1
Finland,FIN,20200514,,C8,International travel controls,3,
Finland,FIN,20200529,,C7,Restrictions on internal movement,0,
Finland,FIN,20200601,,C6,Stay at home requirements,0,
Fiji,FJI,20200122,,H1,Public information campaigns,2,1
Fiji,FJI,20200203,20200328,C8,International travel controls,3,
Fiji,FJI,20200311,20200416,H2,Testing policy,2,
Fiji,FJI,20200316,,C3,Cancel public events,2,1
Fiji,FJI,20200319,20200322,C1,School closing,3,0
Fiji,FJI,20200319,20200514,C2,Workplace closing,3,0
Fiji,FJI,20200319,,C4,Restrictions on gatherings,3,1
Fiji,FJI,20200319,20200514,C5,Close public transport,2,0
Fiji,FJI,20200319,20200329,C6,Stay at home requirements,2,0
Fiji,FJI,20200319,20200329,C7,Restrictions on internal movement,2,0
Fiji,FJI,20200319,,H3,Contact tracing,2,
Fiji,FJI,20200323,,C1,School closing,3,1
Fiji,FJI,20200326,,E2,Debt/contract relief,2,
Fiji,FJI,20200327,,E1,Income support,1,1
Fiji,FJI,20200329,,C8,International travel controls,4,
Fiji,FJI,20200330,,C6,Stay at home requirements,2,1
Fiji,FJI,20200330,,C7,Restrictions on internal movement,2,1
Fiji,FJI,20200417,,H2,Testing policy,3,
Fiji,FJI,20200515,,C2,Workplace closing,2,1
Fiji,FJI,20200515,,C5,Close public transport,0,
France,FRA,20200123,20200130,C8,International travel controls,1,
France,FRA,20200124,20200224,H1,Public information campaigns,2,0
France,FRA,20200131,20200316,C8,International travel controls,2,
France,FRA,20200225,,H1,Public information campaigns,2,1
France,FRA,20200225,20200316,H2,Testing policy,2,
France,FRA,20200226,20200510,H3,Contact tracing,1,
France,FRA,20200229,20200312,C4,Restrictions on gatherings,1,1
France,FRA,20200302,20200315,C1,School closing,3,0
France,FRA,20200313,,C3,Cancel public events,2,1
France,FRA,20200313,20200316,C4,Restrictions on gatherings,2,1
France,FRA,20200314,20200316,C7,Restrictions on internal movement,1,1
France,FRA,20200316,20200510,C1,School closing,3,1
France,FRA,20200316,,C5,Close public transport,1,1
France,FRA,20200316,,E1,Income support,2,1
France,FRA,20200316,20200525,E2,Debt/contract relief,2,
France,FRA,20200317,20200510,C2,Workplace closing,3,1
France,FRA,20200317,20200510,C4,Restrictions on gatherings,4,1
France,FRA,20200317,20200510,C6,Stay at home requirements,2,1
France,FRA,20200317,20200601,C7,Restrictions on internal movement,2,1
France,FRA,20200317,20200601,C8,International travel controls,4,
France,FRA,20200317,20200510,H2,Testing policy,1,
France,FRA,20200511,,C1,School closing,2,1
France,FRA,20200511,,C2,Workplace closing,2,1
France,FRA,20200511,,C4,Restrictions on gatherings,3,1
France,FRA,20200511,20200601,C6,Stay at home requirements,1,1
France,FRA,20200511,,H2,Testing policy,2,
France,FRA,20200511,,H3,Contact tracing,2,
France,FRA,20200526,,E2,Debt/contract relief,1,
France,FRA,20200602,,C6,Stay at home requirements,0,
France,FRA,20200602,,C7,Restrictions on internal movement,2,0
France,FRA,20200602,,C8,International travel controls,3,
Gabon,GAB,20200122,,H1,Public information campaigns,1,1
Gabon,GAB,20200207,20200319,C8,International travel controls,3,
Gabon,GAB,20200312,20200423,H2,Testing policy,2,
Gabon,GAB,20200313,,C3,Cancel public events,2,1
Gabon,GAB,20200313,20200319,C4,Restrictions on gatherings,3,1
Gabon,GAB,20200316,,C1,School closing,3,1
Gabon,GAB,20200320,20200411,C2,Workplace closing,2,1
Gabon,GAB,20200320,20200411,C4,Restrictions on gatherings,4,1
Gabon,GAB,20200320,,C5,Close public transport,1,1
Gabon,GAB,20200320,,C8,International travel controls,4,
Gabon,GAB,20200330,,H3,Contact tracing,2,
Gabon,GAB,20200409,,E2,Debt/contract relief,2,
Gabon,GAB,20200410,20200413,C6,Stay at home requirements,2,0
Gabon,GAB,20200410,20200413,C7,Restrictions on internal movement,2,0
Gabon,GAB,20200412,20200509,C2,Workplace closing,3,0
Gabon,GAB,20200412,20200412,C4,Restrictions on gatherings,4,0
Gabon,GAB,20200413,,C4,Restrictions on gatherings,4,1
Gabon,GAB,20200414,,C6,Stay at home requirements,3,1
Gabon,GAB,20200414,20200510,C7,Restrictions on internal movement,2,1
Gabon,GAB,20200424,,H2,Testing policy,3,
Gabon,GAB,20200510,,C2,Workplace closing,2,1
Gabon,GAB,20200511,,C7,Restrictions on internal movement,2,0
United Kingdom,GBR,20200120,,H2,Testing policy,1,
United Kingdom,GBR,20200131,20200311,H3,Contact tracing,2,
United Kingdom,GBR,20200202,,H1,Public information campaigns,2,1
United Kingdom,GBR,20200312,20200526,H3,Contact tracing,0,
United Kingdom,GBR,20200316,20200320,C2,Workplace closing,1,1
United Kingdom,GBR,20200317,20200320,C3,Cancel public events,1,1
United Kingdom,GBR,20200317,20200318,E2,Debt/contract relief,1,
United Kingdom,GBR,20200319,,E2,Debt/contract relief,2,
United Kingdom,GBR,20200320,20200325,E1,Income support,2,0
United Kingdom,GBR,20200321,,C2,Workplace closing,2,1
United Kingdom,GBR,20200321,,C3,Cancel public events,2,1
United Kingdom,GBR,20200322,20200322,C7,Restrictions on internal movement,1,1
United Kingdom,GBR,20200323,20200531,C1,School closing,3,1
United Kingdom,GBR,20200323,,C4,Restrictions on gatherings,4,1
United Kingdom,GBR,20200323,20200512,C6,Stay at home requirements,2,1
United Kingdom,GBR,20200323,20200512,C7,Restrictions on internal movement,2,1
United Kingdom,GBR,20200326,,C5,Close public transport,1,1
United Kingdom,GBR,20200326,,E1,Income support,2,1
United Kingdom,GBR,20200513,,C6,Stay at home requirements,1,1
United Kingdom,GBR,20200513,,C7,Restrictions on internal movement,1,1
United Kingdom,GBR,20200527,,H3,Contact tracing,1,
United Kingdom,GBR,20200601,,C1,School closing,3,0
United Kingdom,GBR,20200608,,C8,International travel controls,2,
Georgia,GEO,20200128,20200317,C8,International travel controls,3,
Georgia,GEO,20200129,,H1,Public information campaigns,2,1
Georgia,GEO,20200226,20200331,H2,Testing policy,1,
Georgia,GEO,20200226,,H3,Contact tracing,2,
Georgia,GEO,20200301,,C3,Cancel public events,2,1
Georgia,GEO,20200302,,C1,School closing,3,1
Georgia,GEO,20200309,20200322,C6,Stay at home requirements,1,1
Georgia,GEO,20200314,20200318,C2,Workplace closing,2,1
Georgia,GEO,20200318,,C8,International travel controls,4,
Georgia,GEO,20200319,20200426,C2,Workplace closing,3,1
Georgia,GEO,20200321,20200522,C4,Restrictions on gatherings,4,1
Georgia,GEO,20200322,20200330,C7,Restrictions on internal movement,2,0
Georgia,GEO,20200323,20200330,C5,Close public transport,2,0
Georgia,GEO,20200323,20200325,C6,Stay at home requirements,2,0
Georgia,GEO,20200326,20200330,C6,Stay at home requirements,2,1
Georgia,GEO,20200331,20200528,C5,Close public transport,2,1
Georgia,GEO,20200331,20200522,C6,Stay at home requirements,3,1
Georgia,GEO,20200331,20200528,C7,Restrictions on internal movement,2,1
Georgia,GEO,20200401,,H2,Testing policy,2,
Georgia,GEO,20200424,,E1,Income support,1,0
Georgia,GEO,20200424,,E2,Debt/contract relief,1,
Georgia,GEO,20200427,,C2,Workplace closing,2,1
Georgia,GEO,20200523,,C4,Restrictions on gatherings,3,1
Georgia,GEO,20200523,,C6,Stay at home requirements,1,1
Georgia,GEO,20200529,,C5,Close public transport,0,
Georgia,GEO,20200529,,C7,Restrictions on internal movement,1,1
Ghana,GHA,20200124,20200316,C8,International travel controls,1,
Ghana,GHA,20200311,20200314,H1,Public information campaigns,1,1
Ghana,GHA,20200312,,H3,Contact tracing,2,
Ghana,GHA,20200315,,H1,Public information campaigns,2,1
Ghana,GHA,20200316,,C1,School closing,3,1
Ghana,GHA,20200316,,C3,Cancel public events,2,1
Ghana,GHA,20200316,,C4,Restrictions on gatherings,3,1
Ghana,GHA,20200317,20200321,C8,International travel controls,3,
Ghana,GHA,20200317,20200320,H2,Testing policy,1,
Ghana,GHA,20200321,,H2,Testing policy,3,
Ghana,GHA,20200322,,C8,International travel controls,4,
Ghana,GHA,20200330,20200419,C2,Workplace closing,3,0
Ghana,GHA,20200330,20200419,C5,Close public transport,2,0
Ghana,GHA,20200330,20200417,C6,Stay at home requirements,2,1
Ghana,GHA,20200330,20200418,C7,Restrictions on internal movement,2,0
Ghana,GHA,20200405,20200408,E2,Debt/contract relief,1,
Ghana,GHA,20200409,,E2,Debt/contract relief,2,
Ghana,GHA,20200418,20200418,C6,Stay at home requirements,2,0
Ghana,GHA,20200419,,C6,Stay at home requirements,0,
Ghana,GHA,20200419,,C7,Restrictions on internal movement,0,
Ghana,GHA,20200420,,C2,Workplace closing,1,1
Ghana,GHA,20200420,20200525,C5,Close public transport,1,1
Ghana,GHA,20200526,,C5,Close public transport,0,
Guinea,GIN,20200127,20200128,H1,Public information campaigns,1,1
Guinea,GIN,20200129,,H1,Public information campaigns,2,1
Guinea,GIN,20200129,,H2,Testing policy,2,
Guinea,GIN,20200307,20200320,C8,International travel controls,1,
Guinea,GIN,20200313,,H3,Contact tracing,1,
Guinea,GIN,20200321,20200326,C7,Restrictions on internal movement,1,1
Guinea,GIN,20200321,20200326,C8,International travel controls,3,
Guinea,GIN,20200327,,C1,School closing,3,1
Guinea,GIN,20200327,,C2,Workplace closing,2,1
Guinea,GIN,20200327,,C3,Cancel public events,2,1
Guinea,GIN,20200327,,C4,Restrictions on gatherings,3,1
Guinea,GIN,20200327,,C5,Close public transport,1,0
Guinea,GIN,20200327,,C7,Restrictions on internal movement,2,0
Guinea,GIN,20200327,,C8,International travel controls,4,
Guinea,GIN,20200330,,C6,Stay at home requirements,2,1
Gambia,GMB,20200207,20200226,H1,Public information campaigns,1,1
Gambia,GMB,20200227,,H1,Public information campaigns,2,1
Gambia,GMB,20200318,,C1,School closing,3,1
Gambia,GMB,20200318,20200326,C2,Workplace closing,1,1
Gambia,GMB,20200318,20200327,C3,Cancel public events,1,1
Gambia,GMB,20200318,20200517,C4,Restrictions on gatherings,3,1
Gambia,GMB,20200318,,C6,Stay at home requirements,1,1
Gambia,GMB,20200318,,C7,Restrictions on internal movement,1,1
Gambia,GMB,20200318,,H2,Testing policy,1,
Gambia,GMB,20200318,,H3,Contact tracing,1,
Gambia,GMB,20200320,20200322,C8,International travel controls,3,
Gambia,GMB,20200323,,C8,International travel controls,4,
Gambia,GMB,20200327,20200517,C2,Workplace closing,3,1
Gambia,GMB,20200327,,C5,Close public transport,1,1
Gambia,GMB,20200328,,C3,Cancel public events,2,1
Gambia,GMB,20200518,20200603,C2,Workplace closing,2,1
Gambia,GMB,20200518,,C4,Restrictions on gatherings,4,1
Gambia,GMB,20200604,,C2,Workplace closing,1,1
Greece,GRC,20200225,,H1,Public information campaigns,2,1
Greece,GRC,20200229,20200308,C3,Cancel public events,2,0
Greece,GRC,20200305,20200309,C1,School closing,3,0
Greece,GRC,20200309,20200504,C3,Cancel public events,2,1
